filename,filepath,class,duration,sr,n_samples,file_size_kb,rms_energy,max_amplitude,zero_crossing_rate,gender,age
999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,belly_pain,6.9,16000,110400,107.888671875,0.04950045794248581,0.30197930335998535,0.15862132884837962,Male,2-6 months
C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,belly_pain,7.0,16000,112000,109.451171875,0.02516382560133934,0.23692026734352112,0.172835955336758,Female,2-6 months
ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,belly_pain,6.96,16000,111360,108.826171875,0.05634717270731926,0.77031010389328,0.12250707783830275,Male,2-6 months
d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,belly_pain,6.82,16000,109120,106.638671875,0.04829860478639603,0.3306257724761963,0.2034581264602804,Male,0-4 weeks
d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,belly_pain,6.84,16000,109440,106.951171875,0.0503116250038147,0.44843146204948425,0.22431731892523366,Male,0-4 weeks
d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,belly_pain,6.84,16000,109440,106.951171875,0.22713616490364075,0.9873036742210388,0.2842504198306075,Male,0-4 weeks
5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,burping,6.66,16000,106560,104.138671875,0.19481410086154938,1.008016586303711,0.26757345245215314,Male,4-8 weeks
79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,burping,7.0,16000,112000,109.451171875,0.056782301515340805,0.4417217969894409,0.17111470819063926,Female,4-8 weeks
7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,burping,7.0,16000,112000,109.451171875,0.011691433377563953,0.32659903168678284,0.1390196917808219,Female,2-6 months
7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,burping,7.0,16000,112000,109.451171875,0.19447651505470276,1.2391819953918457,0.16976803296232876,Female,2-6 months
7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,burping,7.0,16000,112000,109.451171875,0.23404310643672943,1.2554090023040771,0.18544877283105024,Female,2-6 months
AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,burping,7.0,16000,112000,109.451171875,0.12796929478645325,0.9994344115257263,0.1978453196347032,Female,7m-2 years
F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,burping,7.0,16000,112000,109.451171875,0.09815821051597595,0.8278632760047913,0.06623011201484018,Male,0-4 weeks
af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,6.54,16000,104640,102.263671875,0.24346618354320526,1.1050626039505005,0.19407869664634148,Male,2-6 months
10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.19587484002113342,0.9585579633712769,0.11594561572488585,Female,2-6 months
11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.02313155308365822,0.29934799671173096,0.13171999857305935,Male,4-8 weeks
1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.1403014361858368,0.9401394724845886,0.179908229880137,Female,4-8 weeks
1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.05866241827607155,0.5480527877807617,0.15732466466894976,Female,4-8 weeks
1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.15079469978809357,0.915287435054779,0.13906651327054795,Female,2-6 months
1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.18652920424938202,0.8979314565658569,0.1585152682648402,Female,2-6 months
2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.07339903712272644,0.5858935713768005,0.16031455122716895,Male,2-6 months
64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058990597-1.7-m-72-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058990597-1.7-m-72-dc.wav,discomfort,6.66,16000,106560,104.138671875,0.25596949458122253,1.074260950088501,0.13647110496411483,Male,7m-2 years
64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav,discomfort,6.68,16000,106880,104.451171875,0.4117518365383148,1.1877764463424683,0.151792389354067,Male,7m-2 years
665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.008873851038515568,0.14320120215415955,0.12946141909246575,Male,2-6 months
79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.02149808034300804,0.48330801725387573,0.13193403966894976,Female,4-8 weeks
79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.08166208118200302,0.6440131068229675,0.23182434360730594,Female,4-8 weeks
7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,discomfort,6.9,16000,110400,107.888671875,0.05402776971459389,0.4092842638492584,0.0640575267650463,Male,0-4 weeks
837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,discomfort,6.96,16000,111360,108.826171875,0.0059727816842496395,0.06570900976657867,0.07221410908830275,Male,>2 years
999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,discomfort,6.9,16000,110400,107.888671875,0.04064358025789261,0.28919804096221924,0.06584563078703703,Male,0-4 weeks
999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,discomfort,6.9,16000,110400,107.888671875,0.027425900101661682,0.38676971197128296,0.07024468315972222,Male,0-4 weeks
999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,discomfort,6.9,16000,110400,107.888671875,0.07904848456382751,0.526851236820221,0.07674605758101852,Male,0-4 weeks
999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,discomfort,6.9,16000,110400,107.888671875,0.03694622218608856,0.276275634765625,0.08085349754050926,Male,2-6 months
999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,discomfort,6.9,16000,110400,107.888671875,0.0697808563709259,0.48162204027175903,0.07344563802083333,Male,2-6 months
D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc.wav,discomfort,7.0,16000,112000,109.451171875,0.1293821930885315,0.859039843082428,0.11236042736872145,Female,2-6 months
a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav,discomfort,6.96,16000,111360,108.826171875,0.3213403522968292,1.3667713403701782,0.12755563718463303,Male,2-6 months
ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc.wav,discomfort,6.9,16000,110400,107.888671875,0.026682693511247635,0.25290337204933167,0.19987657335069445,Female,4-8 weeks
d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc.wav,discomfort,6.82,16000,109120,106.638671875,0.006036518607288599,0.17339742183685303,0.12001451153621495,Female,4-8 weeks
d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,discomfort,6.84,16000,109440,106.951171875,0.07606728374958038,0.6071003675460815,0.22448388215537382,Male,0-4 weeks
d6cda191-4962-4308-9a36-46d5648a95ed-1431161889263-1.7-m-04-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431161889263-1.7-m-04-dc.wav,discomfort,6.84,16000,109440,106.951171875,0.02191189117729664,0.1673695147037506,0.1510842581775701,Male,0-4 weeks
f258a8e2-92cd-4843-9da4-80ed26ec8e10-1436944996156-1.7-f-26-ch.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\f258a8e2-92cd-4843-9da4-80ed26ec8e10-1436944996156-1.7-f-26-ch.wav,discomfort,6.66,16000,106560,104.138671875,0.1524672508239746,1.0526202917099,0.19933789997009568,Female,2-6 months
f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\discomfort\f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,discomfort,7.06,16000,112960,110.388671875,0.22703741490840912,1.013839602470398,0.1646899745475113,Female,2-6 months
02c3b725-26e4-4a2c-9336-04ddc58836d9-1430726196216-1.7-m-04-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\02c3b725-26e4-4a2c-9336-04ddc58836d9-1430726196216-1.7-m-04-hu.wav,hungry,6.94,16000,111040,108.513671875,0.0010961657389998436,0.018711354583501816,0.1566595262096774,Male,0-4 weeks
02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav,hungry,6.9,16000,110400,107.888671875,0.01298048160970211,0.21547141671180725,0.08353904441550926,Male,2-6 months
035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,hungry,6.96,16000,111360,108.826171875,0.12515638768672943,0.8552338480949402,0.2047287127293578,Male,0-4 weeks
03abcb8f-400a-47d8-ad82-7e4586cc06be-1431864192133-1.7-f-48-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\03abcb8f-400a-47d8-ad82-7e4586cc06be-1431864192133-1.7-f-48-hu.wav,hungry,6.98,16000,111680,109.138671875,0.23103703558444977,1.101640224456787,0.12631323130707764,Female,4-8 weeks
045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,hungry,7.0,16000,112000,109.451171875,0.23620986938476562,0.9528859853744507,0.08141811144406393,Male,0-4 weeks
04c3386b-e6bc-4bd0-8456-d46ae21a73fc-1435305829013-1.7-f-26-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\04c3386b-e6bc-4bd0-8456-d46ae21a73fc-1435305829013-1.7-f-26-hu.wav,hungry,6.9,16000,110400,107.888671875,0.007573066279292107,0.06317971646785736,0.1311329029224537,Female,2-6 months
0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav,hungry,6.96,16000,111360,108.826171875,0.24898719787597656,1.0006145238876343,0.13422358801605505,Female,2-6 months
08E9485B-2772-444B-A636-77E14DD14A8C-1431493441-1.0-m-04-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\08E9485B-2772-444B-A636-77E14DD14A8C-1431493441-1.0-m-04-hu.wav,hungry,7.0,16000,112000,109.451171875,0.14807815849781036,1.0585386753082275,0.1490974600456621,Male,0-4 weeks
08E9485B-2772-444B-A636-77E14DD14A8C-1431493453-1.0-m-04-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\08E9485B-2772-444B-A636-77E14DD14A8C-1431493453-1.0-m-04-hu.wav,hungry,7.0,16000,112000,109.451171875,0.03978734463453293,0.45906248688697815,0.1133838113584475,Male,0-4 weeks
090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,hungry,7.0,16000,112000,109.451171875,0.07894136011600494,0.9231895804405212,0.1675339790239726,Male,7m-2 years
090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,hungry,7.0,16000,112000,109.451171875,0.1280977576971054,1.027330994606018,0.1545064569063927,Male,7m-2 years
090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,C:\hoctap\My code on Git\Baby_cry_classification\ail\data\corpus\donateacry-corpus\donateacry_corpus_cleaned_and_updated_data\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,hungry,7.0,16000,112000,109.451171875,0.10712746530771255,0.9604652523994446,0.1063115368150685,Male,7m-2 years
